id,shares
2690,1931
2691,1333
2692,562
2693,1388
2694,57
2695,2105
2696,1682
2697,1860
2698,51
2699,1421
2700,185
2701,549
2702,213
2703,2390
2704,1997
2705,1296
2706,1795
2707,933
2708,1421
2709,371
2710,812
2711,644
2712,2076
2713,2121
2714,940
2715,949
2716,855
2717,176
2718,475
2719,2375
2720,1761
2721,2027
2722,1168
2723,2008
2724,241
2725,661
2726,445
2727,14
2728,1938
2729,1973
2730,870
2731,1274
2732,2127
2733,1810
2734,1066
2735,1645
2736,2354
2737,519
2738,1996
2739,746
2740,1576
2741,1824
2742,2348
2743,2350
2744,978
2745,2285
2746,373
2747,865
2748,317
2749,1122
2750,1344
2751,1650
2752,32
2753,2016
2754,2360
2755,2214
2756,231
2757,1903
2758,2354
2759,492
2760,2073
2761,1602
2762,1715
2763,387
2764,202
2765,1472
2766,1154
2767,1819
2768,1422
2769,2024
2770,1521
2771,272
2772,2185
2773,1965
2774,357
2775,505
2776,1006
2777,2278
2778,1548
2779,365
2780,2122
2781,1890
2782,2039
2783,948
2784,837
2785,527
2786,2394
2787,1389
2788,1843
2789,531
2790,2390
2791,1995
2792,2122
2793,1938
2794,2332
2795,1451
2796,1831
2797,1165
2798,597
2799,783
2800,326
2801,1848
2802,975
2803,1944
2804,1674
2805,942
2806,313
2807,556
2808,338
2809,1942
2810,1928
2811,1644
2812,1574
2813,1736
2814,566
2815,340
2816,226
2817,532
2818,2326
2819,844
2820,49
2821,478
2822,179
2823,213
2824,416
2825,427
2826,2266
2827,374
2828,1348
2829,220
2830,669
2831,114
2832,789
2833,85
2834,2213
2835,453
2836,2255
2837,459
2838,862
2839,430
2840,1270
2841,487
2842,597
2843,441
2844,2060
2845,433
2846,458
2847,832
2848,1291
2849,649
2850,1691
2851,1808
2852,348
2853,256
2854,910
2855,1605
2856,351
2857,1794
2858,1185
2859,1996
2860,1444
2861,989
2862,1043
2863,2374
2864,715
2865,2187
2866,1300
2867,2362
2868,1243
2869,1251
2870,1985
2871,617
2872,1491
2873,1700
2874,747
2875,925
2876,667
2877,2210
2878,580
2879,511
2880,1835
2881,1185
2882,1798
2883,1813
2884,370
2885,2249
2886,1069
2887,1799
2888,1444
2889,1906
2890,1920
2891,762
2892,1392
2893,2346
2894,1584
2895,1436
2896,2389
2897,735
2898,1959
2899,1932
2900,891
2901,2046
2902,1306
2903,1540
2904,206
2905,2254
2906,2241
2907,401
2908,712
2909,649
2910,514
2911,1361
2912,101
2913,268
2914,739
2915,1216
2916,1458
2917,2200
2918,1580
2919,518
2920,1850
2921,464
2922,545
2923,2052
2924,335
2925,1523
2926,294
2927,554
2928,2397
2929,2174
2930,1551
2931,237
2932,752
2933,1190
2934,1724
2935,214
2936,2263
2937,1522
2938,1886
2939,32
2940,2017
2941,2340
2942,2092
2943,635
2944,1911
2945,1553
2946,17
2947,2352
2948,1728
2949,1706
2950,2255
2951,1378
2952,743
2953,517
2954,1946
2955,2065
2956,1307
2957,635
2958,1509
2959,326
2960,666
2961,1890
2962,2383
2963,1341
2964,2155
2965,146
2966,990
2967,2177
2968,1746
2969,2178
2970,445
2971,1902
2972,1298
2973,1319
2974,1857
2975,603
2976,334
2977,534
2978,2105
2979,501
2980,1708
2981,150
2982,2064
2983,656
2984,2107
2985,1189
2986,1884
2987,1854
2988,1420
2989,659
2990,1610
2991,557
2992,2156
2993,975
2994,958
2995,2048
2996,282
2997,41
2998,580
2999,1097
3000,478
3001,951
3002,1414
3003,1284
3004,804
3005,956
3006,474
3007,1917
3008,1760
3009,700
3010,51
3011,254
3012,1868
3013,698
3014,993
3015,2073
3016,2137
3017,368
3018,2200
3019,2001
3020,1602
3021,1724
3022,1636
3023,32
3024,2354
3025,1919
3026,715
3027,2294
3028,1440
3029,1041
3030,1843
3031,1230
3032,1873
3033,981
3034,117
3035,1162
3036,1230
3037,1658
3038,1258
3039,1451
3040,2351
3041,671
3042,152
3043,1820
3044,1494
3045,410
3046,1703
3047,158
3048,729
3049,1639
3050,586
3051,2058
3052,1811
3053,2141
3054,844
3055,1543
3056,967
3057,2008
3058,2161
3059,1880
3060,2305
3061,2250
3062,1155
3063,1980
3064,560
3065,51
3066,1995
3067,1566
3068,1263
3069,515
3070,1264
3071,1469
3072,777
3073,1764
3074,1257
3075,291
3076,158
3077,1784
3078,1583
3079,2138
3080,850
3081,1613
3082,745
3083,2241
3084,2226
3085,934
3086,2321
3087,2203
3088,2044
3089,1427
3090,1921
3091,721
3092,1012
3093,120
3094,814
3095,1752
3096,2249
3097,666
3098,715
3099,1209
3100,1705
3101,1397
3102,1607
3103,1155
3104,151
3105,2127
3106,186
3107,1049
3108,959
3109,358
3110,607
3111,2025
3112,664
3113,1641
3114,2022
3115,131
3116,1081
3117,419
3118,1278
3119,354
3120,2010
3121,1707
3122,245
3123,1301
3124,1666
3125,512
3126,306
3127,1503
3128,1029
3129,87
3130,1200
3131,830
3132,1203
3133,955
3134,2194
3135,2376
3136,800
3137,731
3138,1913
3139,260
3140,358
3141,319
3142,1283
3143,712
3144,1918
3145,1007
3146,94
3147,1002
3148,1476
3149,1323
3150,1154
3151,887
3152,147
3153,1282
3154,635
3155,898
3156,348
3157,2291
3158,1184
3159,15
3160,2146
3161,1234
3162,904
3163,2040
3164,1987
3165,1718
3166,996
3167,805
3168,453
3169,1947
3170,680
3171,113
3172,568
3173,1620
3174,408
3175,746
3176,2359
3177,614
3178,1345
3179,1836
3180,2365
3181,1288
3182,1059
3183,2291
3184,1091
3185,1464
3186,1231
3187,1619
3188,1266
3189,14
3190,1749
3191,1099
3192,921
3193,1034
3194,786
3195,2369
3196,86
3197,207
3198,1371
3199,51
3200,2259
3201,1863
3202,1993
3203,1115
3204,1451
3205,1141
3206,72
3207,882
3208,286
3209,1009
3210,689
3211,2324
3212,331
3213,48
3214,257
3215,1028
3216,1257
3217,47
3218,1047
3219,1637
3220,1040
3221,1509
3222,1860
3223,1368
3224,1400
3225,1754
3226,531
3227,325
3228,798
3229,664
3230,1613
3231,552
3232,2304
3233,1104
3234,326
3235,326
3236,1
3237,1270
3238,149
3239,685
3240,1685
3241,5
3242,1742
3243,1000
3244,2075
3245,2133
3246,1821
3247,416
3248,1065
3249,1066
3250,959
3251,2137
3252,2021
3253,1173
3254,1118
3255,878
3256,2329
3257,15
3258,466
3259,1665
3260,1319
3261,2047
3262,568
3263,1533
3264,2275
3265,1480
3266,822
3267,2384
3268,511
3269,1903
3270,161
3271,841
3272,761
3273,2262
3274,1812
3275,903
3276,1434
3277,1752
3278,1220
3279,1578
3280,1264
3281,918
3282,526
3283,695
3284,85
3285,2173
3286,1572
3287,336
3288,1248
3289,1225
3290,925
3291,2091
3292,666
3293,2229
3294,1773
3295,2318
3296,325
3297,867
3298,615
3299,2238
3300,833
3301,2088
3302,794
3303,1993
3304,1867
3305,2223
3306,213
3307,387
3308,2026
3309,1962
3310,1640
3311,1789
3312,306
3313,1534
3314,2290
3315,541
3316,382
3317,2312
3318,890
3319,1660
3320,1691
3321,1718
3322,1540
3323,2342
3324,187
3325,1819
3326,1803
3327,664
3328,132
3329,996
3330,1367
3331,1435
3332,650
3333,1057
3334,1925
3335,222
3336,644
3337,2340
3338,176
3339,2019
3340,46
3341,221
3342,110
3343,1655
3344,639
3345,2023
3346,2270
3347,1761
3348,189
3349,1218
3350,1473
3351,751
3352,2338
3353,1054
3354,1823
3355,1970
3356,2374
3357,1618
3358,1547
3359,323
3360,735
3361,1413
3362,1787
3363,1466
3364,2190
3365,790
3366,2007
3367,2002
3368,1777
3369,229
3370,1607
3371,61
3372,1087
3373,91
3374,535
3375,919
3376,1600
3377,752
3378,1962
3379,757
3380,428
3381,1338
3382,2376
3383,1200
3384,1068
3385,1154
3386,2239
3387,1144
3388,1851
3389,270
3390,1719
3391,1013
3392,198
3393,1631
3394,1613
3395,974
3396,809
3397,272
3398,1483
3399,1769
3400,680
3401,2020
3402,820
3403,1832
3404,1359
3405,2352
3406,1079
3407,1882
3408,379
3409,1155
3410,483
3411,1989
3412,1983
3413,1389
3414,914
3415,305
3416,1429
3417,2142
3418,284
3419,352
3420,2252
3421,1566
3422,2216
3423,1598
3424,365
3425,961
3426,781
3427,1782
3428,1274
3429,358
3430,2198
3431,2352
3432,2334
3433,2220
3434,1941
3435,1250
3436,1464
3437,303
3438,2003
3439,1779
3440,1749
3441,857
3442,187
3443,862
3444,1010
3445,580
3446,1237
3447,950
3448,190
3449,1201
3450,2016
3451,2355
3452,1152
3453,607
3454,416
3455,582
3456,1036
3457,137
3458,668
3459,1909
3460,2183
3461,155
3462,892
3463,1170
3464,1956
3465,531
3466,773
3467,1980
3468,595
3469,686
3470,1325
3471,126
3472,104
3473,288
3474,775
3475,73
3476,1688
3477,1657
3478,1826
3479,1084
3480,1052
3481,49
3482,2171
3483,976
3484,2327
3485,553
3486,1078
3487,333
3488,198
3489,1304
3490,166
3491,1131
3492,1110
3493,269
3494,1577
3495,1354
3496,1569
3497,1632
3498,305
3499,928
3500,955
3501,101
3502,1381
3503,584
3504,541
3505,189
3506,1116
3507,1230
3508,1347
3509,1337
3510,999
3511,1658
3512,1616
3513,262
3514,377
3515,1279
3516,1515
3517,2117
3518,2393
3519,1579
3520,1958
3521,221
3522,428
3523,1785
3524,1075
3525,1075
3526,49
3527,1038
3528,1394
3529,1709
3530,1790
3531,447
3532,273
3533,812
3534,2003
3535,1937
3536,582
3537,2151
3538,2000
3539,2062
3540,1357
3541,2377
3542,982
3543,1866
3544,1468
3545,801
3546,486
3547,774
3548,591
3549,2055
3550,1514
3551,147
3552,549
3553,1015
3554,2318
3555,1344
3556,317
3557,1752
3558,2147
3559,1996
3560,2265
3561,463
3562,1419
3563,6
3564,2305
3565,896
3566,1483
3567,2374
3568,426
3569,1035
3570,2384
3571,2214
3572,876
3573,329
3574,1810
3575,243
3576,779
3577,437
3578,808
3579,1787
3580,2045
3581,1829
3582,1646
3583,1856
3584,1086
3585,2052
3586,613
3587,824
3588,1307
3589,1912
3590,2370
3591,2236
3592,393
3593,99
3594,866
3595,1359
3596,1729
3597,1902
3598,1251
3599,2144
3600,295
3601,1319
3602,679
3603,196
3604,314
3605,77
3606,1026
3607,1402
3608,1488
3609,561
3610,1220
3611,565
3612,316
3613,165
3614,153
3615,790
3616,519
3617,1143
3618,1022
3619,37
3620,836
3621,1599
3622,325
3623,870
3624,1677
3625,329
3626,625
3627,1018
3628,2011
3629,555
3630,881
3631,1241
3632,1836
3633,1408
3634,703
3635,817
3636,14
3637,215
3638,2147
3639,2064
3640,1579
3641,141
3642,1028
3643,1877
3644,994
3645,385
3646,121
3647,729
3648,2133
3649,467
3650,919
3651,738
3652,305
3653,1219
3654,470
3655,463
3656,2206
3657,1618
3658,2275
3659,223
3660,254
3661,2179
3662,433
3663,1228
3664,30
3665,67
3666,1763
3667,1580
3668,273
3669,38
3670,1585
3671,220
3672,1269
3673,889
3674,803
3675,1420
3676,1541
3677,1649
3678,25
3679,888
3680,1863
3681,1374
3682,764
3683,423
3684,350
3685,1369
3686,435
3687,2264
3688,411
3689,159
3690,1453
3691,823
3692,2096
3693,1604
3694,3
3695,511
3696,627
3697,619
3698,28
3699,1326
3700,1994
3701,194
3702,1058
3703,1015
3704,1203
3705,1157
3706,1380
3707,979
3708,1057
3709,1149
3710,820
3711,1116
3712,821
3713,332
3714,2246
3715,814
3716,1343
3717,1432
3718,1003
3719,555
3720,751
3721,1812
3722,1077
3723,313
3724,1560
3725,840
3726,1787
3727,1613
3728,1741
3729,281
3730,1771
3731,1926
3732,702
3733,2395
3734,1997
3735,1748
3736,1680
3737,1782
3738,86
3739,504
3740,1249
3741,242
3742,375
3743,2144
3744,2329
3745,1995
3746,1397
3747,196
3748,2018
3749,891
3750,403
3751,1691
3752,573
3753,1650
3754,994
3755,1055
3756,827
3757,1718
3758,1271
3759,1973
3760,1826
3761,1713
3762,307
3763,129
3764,1967
3765,968
3766,620
3767,23
3768,2307
3769,406
3770,396
3771,792
3772,1520
3773,29
3774,662
3775,1905
3776,1227
3777,1777
3778,371
3779,1468
3780,960
3781,1219
3782,1062
3783,1954
3784,532
3785,1998
3786,1790
3787,1392
3788,2160
3789,1675
3790,985
3791,677
3792,1758
3793,535
3794,1535
3795,985
3796,744
3797,2335
3798,2151
3799,963
3800,1442
3801,813
3802,2075
3803,1928
3804,2020
3805,2367
3806,2018
3807,1967
3808,511
3809,1445
3810,37
3811,863
3812,1919
3813,2310
3814,23
3815,1401
3816,1971
3817,470
3818,1426
3819,1929
3820,1187
3821,17
3822,1764
3823,159
3824,2384
3825,83
3826,18
3827,1124
3828,1417
3829,1629
3830,776
3831,1253
3832,387
3833,1631
3834,1020
3835,205
3836,1616
3837,1919
3838,1005
3839,1204
3840,1688
3841,745
3842,115
3843,160
3844,1674
3845,257
3846,1373
3847,640
3848,570
3849,664
3850,1253
3851,811
3852,185
3853,608
3854,2351
3855,796
3856,1698
3857,48
3858,1287
3859,2034
3860,2147
3861,1434
3862,458
3863,2126
3864,1291
3865,1669
3866,122
3867,927
3868,1478
3869,1162
3870,1440
3871,1329
3872,1253
3873,1682
3874,2000
3875,1967
3876,1533
3877,1142
3878,1310
3879,477
3880,1138
3881,168
3882,4
3883,602
3884,2206
3885,125
3886,1861
3887,785
3888,276
3889,365
3890,315
3891,1978
3892,173
3893,516
3894,1270
3895,1103
3896,603
3897,988
3898,1121
3899,1100
3900,951
3901,426
3902,1998
3903,872
3904,2193
3905,2314
3906,1227
3907,2310
3908,458
3909,1884
3910,20
3911,1460
3912,211
3913,2203
3914,1924
3915,2040
3916,1210
3917,1254
3918,90
3919,1065
3920,280
3921,2350
3922,1870
3923,1060
3924,1335
3925,1740
3926,1032
3927,1832
3928,1679
3929,1459
3930,533
3931,2299
3932,291
3933,2308
3934,576
3935,1546
3936,398
3937,182
3938,599
3939,2066
3940,932
3941,2379
3942,1824
3943,713
3944,248
3945,1273
3946,2139
3947,1341
3948,1257
3949,125
3950,2233
3951,2183
3952,1852
3953,960
3954,907
3955,631
3956,1611
3957,2056
3958,253
3959,2261
3960,995
3961,1280
3962,1654
3963,2010
3964,477
3965,521
3966,545
3967,2268
3968,477
3969,1036
3970,1097
3971,646
3972,442
3973,807
3974,489
3975,1657
3976,1788
3977,778
3978,1594
3979,542
3980,626
3981,1813
3982,2137
3983,1718
3984,127
3985,1490
3986,1510
3987,708
3988,2091
3989,1487
3990,1348
3991,176
3992,745
3993,2114
3994,1159
3995,99
3996,2210
3997,1637
3998,1905
3999,1732
4000,695
4001,1314
4002,16
4003,450
4004,741
4005,577
4006,337
4007,1355
4008,1279
4009,1213
4010,1726
4011,2064
4012,487
4013,839
4014,361
4015,483
4016,1546
4017,118
4018,883
4019,2077
4020,1863
4021,2017
4022,2237
4023,460
4024,2094
4025,787
4026,106
4027,959
4028,626
4029,1841
4030,861
4031,742
4032,292
4033,36
4034,148
4035,151
4036,1157
4037,782
4038,1120
4039,1739
4040,1872
4041,1780
4042,1676
4043,267
4044,756
4045,472
4046,2290
4047,2230
4048,550
4049,2199
4050,1406
4051,1235
4052,1365
4053,544
4054,2198
4055,424
4056,1854
4057,1012
4058,222
4059,650
4060,2058
4061,62
4062,2157
4063,160
4064,1105
4065,178
4066,747
4067,448
4068,2097
4069,2018
4070,355
4071,15
4072,144
4073,924
4074,530
4075,2202
4076,2342
4077,2338
4078,2332
4079,1209
4080,1518
4081,397
4082,327
4083,982
4084,738
4085,516
4086,1915
4087,224
4088,897
4089,1167
4090,1828
4091,829
4092,1871
4093,319
4094,2190
4095,2394
4096,1105
4097,1772
4098,2221
4099,1943
4100,529
4101,2196
4102,1622
4103,1521
4104,299
4105,1418
4106,484
4107,756
4108,528
4109,2124
4110,1919
4111,1826
4112,753
4113,1092
4114,682
4115,1510
4116,981
4117,1202
4118,939
4119,1785
4120,250
4121,1066
4122,1400
4123,555
4124,458
4125,1120
4126,854
4127,2036
4128,151
4129,1901
4130,334
4131,1878
4132,671
4133,1999
4134,9
4135,2359
4136,1912
4137,2397
4138,2352
4139,1502
4140,1011
4141,1839
4142,598
4143,1738
4144,601
4145,1321
4146,1029
4147,869
4148,1733
4149,2218
4150,2064
4151,1115
4152,711
4153,40
4154,792
4155,1626
4156,2058
4157,1906
4158,54
4159,976
4160,722
4161,2017
4162,380
4163,586
4164,666
4165,161
4166,2166
4167,115
4168,2118
4169,1662
4170,1921
4171,1596
4172,1723
4173,1339
4174,1967
4175,34
4176,2270
4177,1415
4178,713
4179,294
4180,1347
4181,260
4182,184
4183,2227
4184,962
4185,1100
4186,733
4187,1955
4188,809
4189,2265
4190,230
4191,929
4192,480
4193,570
4194,1587
4195,2259
4196,2164
4197,2122
4198,2230
4199,931
4200,1974
4201,740
4202,916
4203,296
4204,371
4205,542
4206,997
4207,1656
4208,1656
4209,2196
4210,596
4211,1971
4212,1692
4213,517
4214,252
4215,347
4216,1804
4217,2080
4218,719
4219,2024
4220,1728
4221,1295
4222,1140
4223,1450
4224,804
4225,1573
4226,1419
4227,438
4228,73
4229,1721
4230,679
4231,2282
4232,2384
4233,1189
4234,476
4235,339
4236,347
4237,2135
4238,1346
4239,803
4240,1373
4241,1203
4242,410
4243,829
4244,2270
4245,1623
4246,35
4247,1144
4248,101
4249,1547
4250,1874
4251,113
4252,1679
4253,1520
4254,1078
4255,1151
4256,1629
4257,912
4258,444
4259,809
4260,231
4261,1383
4262,2056
4263,570
4264,1296
4265,1923
4266,1250
4267,842
4268,170
4269,614
4270,2166
4271,836
4272,236
4273,1394
4274,996
4275,430
4276,2292
4277,906
4278,1432
4279,1108
4280,1394
4281,1504
4282,170
4283,635
4284,1537
4285,1470
4286,1130
4287,152
4288,207
4289,754
4290,593
4291,1023
4292,1725
4293,898
4294,1886
4295,1134
4296,1158
4297,502
4298,910
4299,991
4300,1814
4301,777
4302,152
4303,1528
4304,790
4305,2250
4306,2075
4307,2122
4308,728
4309,977
4310,626
4311,422
4312,2120
4313,981
4314,2388
4315,293
4316,1658
4317,1403
4318,1039
4319,1952
4320,579
4321,656
4322,1690
4323,659
4324,503
4325,266
4326,2301
4327,1056
4328,1500
4329,321
4330,1146
4331,1675
4332,729
4333,670
4334,2087
4335,1694
4336,1734
4337,2285
4338,1871
4339,1410
4340,2311
4341,912
4342,2172
4343,2370
4344,60
4345,1935
4346,1430
4347,698
4348,2101
4349,527
4350,1675
4351,877
4352,1485
4353,1516
4354,1727
4355,2243
4356,2228
4357,2042
4358,1979
4359,458
4360,1070
4361,2318
4362,1019
4363,748
4364,1173
4365,2204
4366,1966
4367,1622
4368,98
4369,1152
4370,1109
4371,1463
4372,1500
4373,1797
4374,513
4375,1850
4376,2153
4377,243
4378,1057
4379,1613
4380,1724
4381,946
4382,2157
4383,624
4384,2302
4385,592
4386,926
4387,2193
4388,1146
4389,882
4390,9
4391,2227
4392,1163
4393,544
4394,882
4395,1986
4396,2137
4397,888
4398,909
4399,523
4400,295
4401,506
4402,1459
4403,2343
4404,55
4405,1861
4406,2196
4407,1256
4408,1082
4409,1876
4410,1731
4411,57
4412,657
4413,1606
4414,25
4415,907
4416,1628
4417,1337
4418,1946
4419,25
4420,1497
4421,860
4422,1882
4423,594
4424,2337
4425,1851
4426,588
4427,47
4428,609
4429,1325
4430,1273
4431,2254
4432,2200
4433,1004
4434,2211
4435,1328
4436,1639
4437,223
4438,2134
4439,195
4440,257
4441,886
4442,1606
4443,1150
4444,1919
4445,400
4446,2208
4447,2159
4448,2295
4449,519
4450,504
4451,1527
4452,383
4453,2127
4454,164
4455,416
4456,467
4457,965
4458,926
4459,489
4460,803
4461,391
4462,733
4463,2302
4464,2259
4465,938
4466,2171
4467,327
4468,474
4469,880
4470,395
4471,2060
4472,721
4473,1149
4474,759
4475,1148
4476,2228
4477,1541
4478,1750
4479,934
4480,782
4481,1237
4482,716
4483,555
4484,1903
4485,2379
4486,1433
4487,1551
4488,2366
4489,2022
4490,1538
4491,1191
4492,566
4493,965
4494,2394
4495,1441
4496,2351
4497,589
4498,433
4499,67
4500,1693
4501,2297
4502,634
4503,1315
4504,1573
4505,374
4506,1052
4507,111
4508,164
4509,851
4510,1837
4511,1784
4512,1972
4513,1441
4514,1490
4515,1502
4516,1123
4517,2083
4518,1995
4519,1947
4520,936
4521,1530
4522,1299
4523,485
4524,2245
4525,1094
4526,52
4527,540
4528,1983
4529,211
4530,39
4531,1919
4532,2070
4533,1721
4534,1848
4535,533
4536,332
4537,543
4538,2320
4539,2071
4540,748
4541,954
4542,502
4543,1022
4544,1280
4545,1811
4546,898
4547,527
4548,1105
4549,538
4550,487
4551,750
4552,2382
4553,404
4554,638
4555,1803
4556,466
4557,1843
4558,617
4559,1214
4560,616
4561,369
4562,1189
4563,1151
4564,589
4565,200
4566,834
4567,2319
4568,1022
4569,1249
4570,1179
4571,1508
4572,1854
4573,2230
4574,1510
4575,2208
4576,1809
4577,1593
4578,1285
4579,1382
4580,2148
4581,661
4582,1043
4583,2296
4584,2088
4585,1577
4586,850
4587,2114
4588,507
4589,82
4590,1569
4591,1564
4592,1779
4593,2110
4594,1481
4595,1946
4596,1669
4597,832
4598,287
4599,1654
4600,2301
4601,1005
4602,207
4603,1003
4604,1344
4605,258
4606,443
4607,1953
4608,1127
4609,523
4610,1427
4611,1527
4612,1087
4613,1745
4614,2373
4615,931
4616,873
4617,84
4618,820
4619,255
4620,771
4621,341
4622,735
4623,1422
4624,1556
4625,1286
4626,1352
4627,413
4628,357
4629,1313
4630,941
4631,1846
4632,838
4633,1610
4634,1282
4635,1768
4636,2142
4637,1988
4638,1147
4639,435
4640,1993
4641,1917
4642,571
4643,2209
4644,329
4645,2281
4646,1510
4647,1667
4648,785
4649,1531
4650,465
4651,2297
4652,1943
4653,1915
4654,124
4655,2041
4656,727
4657,522
4658,642
4659,1571
4660,1950
4661,553
4662,123
4663,1280
4664,344
4665,1457
4666,175
4667,731
4668,229
4669,2247
4670,1929
4671,1849
4672,1481
4673,880
4674,1308
4675,399
4676,468
4677,1702
4678,2267
4679,283
4680,6
4681,2009
4682,245
4683,7
4684,694
4685,502
4686,2030
4687,1282
4688,967
4689,850
4690,1195
4691,1256
4692,824
4693,901
4694,1463
4695,1448
4696,1642
4697,1795
4698,1618
4699,2244
4700,201
4701,1776
4702,2017
4703,2069
4704,1720
4705,1043
4706,564
4707,129
4708,1724
4709,2066
4710,1859
4711,1983
4712,2068
4713,1091
4714,2339
4715,189
4716,1660
4717,942
4718,526
4719,1356
4720,272
4721,1647
4722,2109
4723,1531
4724,1027
4725,1942
4726,1637
4727,150
4728,1274
4729,1300
4730,1575
4731,1699
4732,661
4733,1308
4734,192
4735,1442
4736,476
4737,1503
4738,868
4739,321
4740,1991
4741,1759
4742,1556
4743,1910
4744,601
4745,2212
4746,2180
4747,1833
4748,1333
4749,613
4750,2352
4751,478
4752,1909
4753,1467
4754,2148
4755,246
4756,947
4757,499
4758,1796
4759,62
4760,101
4761,1106
4762,301
4763,15
4764,212
4765,230
4766,236
4767,535
4768,67
4769,2120
4770,2082
4771,1275
4772,949
4773,80
4774,387
4775,1289
4776,5
4777,182
4778,1772
4779,1945
4780,2363
4781,1321
4782,634
4783,1211
4784,1984
4785,2173
4786,542
4787,95
4788,1036
4789,462
4790,2148
4791,2313
4792,1112
4793,1152
4794,764
4795,988
4796,1760
4797,848
4798,1770
4799,1355
4800,1725
4801,2106
4802,847
4803,2219
4804,2221
4805,1378
4806,829
4807,1604
4808,1699
4809,740
4810,1089
4811,604
4812,1325
4813,1512
4814,957
4815,770
4816,98
4817,976
4818,138
4819,1799
4820,1503
4821,1855
4822,1290
4823,848
4824,536
4825,2197
4826,858
4827,2287
4828,2198
4829,2249
4830,1825
4831,2233
4832,1197
4833,1947
4834,2348
4835,817
4836,301
4837,501
4838,531
4839,205
4840,835
4841,1794
4842,2381
4843,1436
4844,2398
4845,776
4846,1173
4847,1355
4848,2059
4849,667
4850,762
4851,2133
4852,490
4853,110
4854,346
4855,154
4856,287
4857,1641
4858,788
4859,1941
4860,2084
4861,883
4862,2349
4863,1309
4864,1909
4865,662
4866,2290
4867,104
4868,799
4869,2137
4870,1807
4871,1945
4872,1741
4873,1409
4874,219
4875,437
4876,75
4877,941
4878,267
4879,2254
4880,1369
4881,1974
4882,1975
4883,677
4884,2227
4885,644
4886,1765
4887,2356
4888,2379
4889,562
4890,1114
4891,1688
4892,32
4893,289
4894,1770
4895,1633
4896,584
4897,2057
4898,381
4899,235
4900,878
4901,1826
4902,191
4903,1392
4904,576
4905,2195
4906,1257
4907,1779
4908,704
4909,647
4910,2353
4911,450
4912,2351
4913,345
4914,216
4915,2089
4916,297
4917,1813
4918,1468
4919,869
4920,771
4921,2319
4922,1059
4923,262
4924,2021
4925,770
4926,809
4927,1840
4928,1465
4929,1604
4930,1155
4931,1824
4932,113
4933,1883
4934,858
4935,1203
4936,1532
4937,444
4938,102
4939,2027
4940,411
4941,2001
4942,1997
4943,1907
4944,861
4945,926
4946,1939
4947,743
4948,2052
4949,2326
4950,166
4951,1049
4952,307
4953,363
4954,1797
4955,1008
4956,2058
4957,1854
4958,641
4959,1331
4960,1923
4961,1746
4962,1536
4963,148
4964,233
4965,1247
4966,2096
4967,805
4968,2393
4969,1917
4970,471
4971,2197
4972,50
4973,576
4974,90
4975,2077
4976,2194
4977,613
4978,2065
4979,1708
4980,26
4981,2314
4982,1057
4983,2220
4984,2128
4985,1036
4986,2240
4987,395
4988,821
4989,2202
4990,1273
4991,330
4992,1851
4993,597
4994,1123
4995,2307
4996,724
4997,2175
4998,318
4999,1414
5000,2051
5001,1428
5002,2141
5003,253
5004,233
5005,1327
5006,1912
5007,1353
5008,633
5009,1159
5010,1043
5011,483
5012,2047
5013,1438
5014,1456
5015,2148
5016,2076
5017,924
5018,1624
5019,610
5020,889
5021,1895
5022,1648
5023,63
5024,1851
5025,1594
5026,17
5027,328
5028,512
5029,265
5030,372
5031,1918
5032,1031
5033,411
5034,1351
5035,2301
5036,1168
5037,1510
5038,1261
5039,1757
5040,1734
5041,168
5042,996
5043,714
5044,2024
5045,620
5046,2025
5047,1550
5048,819
5049,109
5050,1290
5051,196
5052,761
5053,1514
5054,1260
5055,1983
5056,366
5057,1761
5058,842
5059,2309
5060,783
5061,1279
5062,1357
5063,759
5064,1393
5065,627
5066,2301
5067,1644
5068,1096
5069,1142
5070,1096
5071,2315
5072,108
5073,2305
5074,1414
5075,745
5076,2065
5077,134
5078,1425
5079,368
5080,2155
5081,1784
5082,1437
5083,946
5084,1298
5085,1229
5086,1710
5087,1527
5088,1603
5089,1056
5090,2262
5091,566
5092,867
5093,824
5094,1503
5095,940
5096,2397
5097,833
5098,493
5099,648
5100,2202
5101,348
5102,1812
5103,293
5104,2091
5105,1324
5106,1631
5107,531
5108,1305
5109,184
5110,1248
5111,1876
5112,2227
5113,669
5114,747
5115,407
5116,1254
5117,64
5118,2147
5119,126
5120,538
5121,1984
5122,1227
5123,838
5124,2003
5125,477
5126,1000
5127,1026
5128,609
5129,780
5130,919
5131,2291
5132,237
5133,282
5134,618
5135,690
5136,660
5137,2312
5138,109
5139,2337
5140,548
5141,2142
5142,1701
5143,2262
5144,1363
5145,966
5146,1551
5147,764
5148,99
5149,706
5150,1226
5151,811
5152,1305
5153,341
5154,1066
5155,199
5156,468
5157,2225
5158,1291
5159,2151
5160,1110
5161,1243
5162,1638
5163,2163
5164,363
5165,250
5166,1960
5167,1035
5168,1522
5169,329
5170,1948
5171,135
5172,1669
5173,1040
5174,112
5175,943
5176,873
5177,2394
5178,1394
5179,1012
5180,872
5181,425
5182,859
5183,1490
5184,2203
5185,565
5186,2056
5187,2388
5188,2103
5189,2352
5190,2324
5191,339
5192,2052
5193,653
5194,1994
5195,1828
5196,1735
5197,560
5198,274
5199,1442
